"","x"
"441",11.67670595
"442",10.85727136
"443",11.68936341
"444",10.01524044
"445",8.80267789
"446",5.119366953
"447",10.99534926
"448",8.801544891
"449",8.998881567
"450",9.6652156
"451",4.748435733
"452",11.43766736
"453",9.228793256
"454",8.93489286
"455",8.772824392
"456",7.722145049
"457",6.94984589
"458",8.502506548
"459",8.101488817
"460",10.97475558
"461",12.06758891
"462",12.04664405
"463",11.68058221
"464",9.219490895
"465",6.961573554
"466",9.953754861
"467",10.80236079
"468",12.68576771
"469",11.60837878
"470",10.33379572
"471",12.3055769
"472",10.23135046
"473",6.11041356
"474",6.631603903
"475",10.38970258
"476",9.868971429
"477",6.203923614
"478",13.20865012
"479",10.24430854
"480",13.45044938
"481",8.106527081
"482",11.28151344
"483",7.061030444
"484",9.018680814
"485",10.76398632
"486",6.04948773
"487",10.07496173
"488",6.43582382
"489",11.83791549
"490",16.10220211
"491",10.10327404
"492",7.908395628
"493",10.07980337
"494",11.01464622
"495",10.39505988
"496",9.415276488
"497",10.91428824
"498",10.98099717
"499",11.46637899
"500",10.32287278
"501",9.353731265
"502",11.60007116
"503",11.73196568
"504",7.080585674
"505",7.686483152
"506",7.043201696
"507",11.24277059
"508",11.18669463
"509",10.70690697
"510",9.07191526
"511",11.01794484
"512",10.63139291
"513",9.683591667
"514",13.81764995
"515",7.639682752
"516",11.49260408
"517",11.72675257
"518",7.546315385
"519",7.323958808
"520",10.75443965
"521",9.209913916
"522",11.47929487
"523",9.171022692
"524",7.852247896
"525",12.03568796
"526",9.934001881
"527",8.75354489
"528",6.218344102
"529",8.193125368
"530",7.888091692
"531",11.84279504
"532",9.108910315
"533",13.81031772
"534",9.289329126
"535",13.12249445
"536",8.323477929
"537",9.2746933
"538",8.075399977
"539",11.93295935
"540",9.067067689
"541",9.091085384
"542",10.85194646
"543",11.6395536
"544",8.460734395
"545",13.57216137
"546",12.46094362
"547",13.96268827
"548",9.76035713
"549",8.1968544
"550",9.624992003
"551",7.932061243
"552",13.06125164
"553",11.7050162
"554",9.365941456
"555",7.652019667
"556",13.14593151
"557",6.117334913
"558",14.48013714
"559",9.93681391
"560",10.92751051
"561",12.81297198
"562",7.133141756
"563",10.4356008
"564",10.01565148
"565",8.928855644
"566",7.594833984
"567",9.883589215
"568",7.79653182
"569",9.132425272
"570",8.136339447
"571",8.936016819
"572",10.87718249
"573",8.890316236
"574",7.918653832
"575",6.831885177
"576",8.816615386
"577",7.566662519
"578",4.502285466
"579",8.546324186
"580",11.34921422
"581",6.760868842
"582",9.661713014
"583",8.491762576
"584",7.418736347
"585",10.76434594
"586",4.319938262
"587",13.08861692
"588",7.734136861
"589",10.13792114
"590",9.064335685
"591",8.011261231
"592",6.758348548
"593",9.399896898
"594",13.36547867
"595",5.527587745
"596",9.079973023
"597",7.630254925
"598",10.47546979
"599",10.46588694
"600",8.700178969
"601",7.486061377
"602",7.927208653
"603",8.489418325
"604",8.737056283
"605",13.97781585
"606",5.00776069
"607",4.484383405
"608",11.35430308
"609",8.676589332
"610",6.626939546
"611",12.23658702
"612",7.78320151
"613",7.232080225
"614",10.65243335
"615",9.559044395
"616",12.74187551
"617",14.15677696
"618",9.814440984
"619",12.14004327
"620",9.58361407
"621",10.71262887
"622",6.736516625
"623",10.00934329
"624",11.87354073
"625",9.857069024
"626",13.268069
"627",10.88993657
"628",9.167599028
"629",5.757438448
"630",9.798441453
"631",9.419577251
"632",9.812023341
"633",9.880953713
"634",11.08967906
"635",8.882257578
"636",6.088538422
"637",10.39044694
"638",8.182924727
"639",11.35500507
"640",13.00750928
"641",6.951865665
"642",8.112864124
"643",12.11834492
"644",12.3462458
"645",11.04341801
"646",10.59120359
"647",12.03740239
"648",7.979761866
"649",11.98216412
"650",7.402082367
"651",7.657451014
"652",11.54060376
"653",10.06315123
"654",10.81161167
"655",11.25104598
"656",11.97255166
"657",12.33447051
"658",8.730815093
"659",5.301546826
"660",9.675971756
"661",12.4243855
"662",9.06331052
"663",3.38103312
"664",9.808031808
"665",8.351936349
"666",11.44434679
"667",9.39144122
"668",7.991381425
"669",9.53076738
"670",12.78801714
"671",9.137063658
"672",7.157769633
"673",10.3833846
"674",9.485940859
"675",9.089440343
"676",5.946143975
"677",8.746821159
"678",10.44256839
"679",9.732142505
"680",10.99497893
"681",6.981423969
"682",9.004338176
"683",9.63303202
"684",12.26042159
"685",7.709535171
"686",10.28045513
"687",7.155978193
"688",12.05253156
"689",11.83529972
"690",12.85024174
"691",8.921402108
"692",10.66291682
"693",12.02773377
"694",9.313507474
"695",13.18558718
"696",8.762794786
"697",12.10219692
"698",6.976129763
"699",7.850699089
"700",10.40728043
"701",8.028425258
"702",8.729038058
"703",10.89536287
"704",11.93184343
"705",10.03241186
"706",6.461899997
"707",10.52381543
"708",11.27768483
"709",9.959573795
"710",6.015897609
"711",13.6487515
"712",8.33790737
"713",10.97672429
"714",11.29155591
"715",5.33650298
"716",5.83823125
"717",8.651647956
"718",8.216529675
"719",8.771510787
"720",9.708418295
"721",11.83381482
"722",6.465804976
"723",8.340954314
"724",9.5699447
"725",9.919174204
"726",10.24328569
"727",9.631595324
"728",12.61523346
"729",5.133022752
"730",11.01669691
"731",5.65946722
"732",8.941711219
"733",8.512916727
"734",11.03591132
"735",7.711149851
"736",10.63953849
"737",12.11669789
"738",10.94524233
"739",12.05829632
"740",7.37888663
"741",7.069543188
"742",6.883335467
"743",7.759602439
"744",9.877511359
"745",7.41852035
"746",10.6967987
"747",8.602286797
"748",7.104267865
"749",6.642965785
"750",12.56955648
"751",6.520340392
"752",10.52165176
"753",11.36399135
"754",10.67685146
"755",9.235131847
"756",8.644590106
"757",7.686484184
"758",6.377028723
"759",11.43628625
"760",11.68332672
"761",8.372551977
"762",9.846534356
"763",9.246844861
"764",9.096185276
"765",9.056442531
"766",14.00477426
"767",9.768435195
"768",10.2173945
"769",6.372318416
"770",11.86411986
"771",11.23261587
"772",8.079547324
"773",11.37175781
"774",8.577455437
"775",10.9472847
"776",7.904212576
"777",6.440637137
"778",13.96694426
"779",10.66999392
"780",10.06926421
"781",7.150299407
"782",8.511837114
"783",12.8629032
"784",9.784866743
"785",9.182021307
"786",7.656949398
"787",7.905997079
"788",7.66374578
"789",10.69530632
"790",6.470890273
"791",12.16938133
"792",9.55681452
"793",10.77967519
"794",11.46134484
"795",13.05716969
"796",5.334712669
"797",9.829182491
"798",5.401573886
"799",7.886301749
"800",7.086046549
"801",7.785761565
"802",8.765185216
"803",10.56375071
"804",8.88868619
"805",13.37443726
"806",12.80575757
"807",12.44631379
"808",6.001250691
"809",11.75908977
"810",9.83120922
"811",10.78170247
"812",10.05379161
"813",7.261603918
"814",10.392308
"815",11.03307233
"816",14.09555485
"817",8.229014537
"818",8.378987139
"819",11.34207423
"820",8.181465463
"821",10.77650823
"822",12.26584619
"823",9.575677003
"824",13.03703798
"825",8.057406003
"826",7.091038812
"827",9.718941085
"828",10.81555406
"829",8.815376751
"830",10.10751804
"831",6.696931306
"832",8.422208153
"833",8.886690493
"834",11.18983404
"835",8.880224947
"836",11.07802818
"837",13.35039751
"838",7.160339808
"839",13.919278
"840",11.51444217
"841",8.972172551
"842",5.981679867
"843",11.70435955
"844",11.31505497
"845",4.112542237
"846",9.835455241
"847",12.65896128
"848",9.770407558
"849",6.043704802
"850",9.612247028
"851",11.36083881
"852",11.29544803
"853",9.238155719
"854",7.541284132
"855",9.193297468
"856",9.382130738
"857",10.83167526
"858",9.184402585
"859",8.323210619
"860",11.95090634
"861",10.57057856
"862",8.484747454
"863",11.88222828
"864",7.791737677
"865",9.844106247
"866",5.958202113
"867",11.16806947
"868",6.529542949
"869",9.233401556
"870",9.891135682
"871",8.350985884
"872",6.147758459
"873",9.888415163
"874",10.27808356
"875",10.70355675
"876",5.029092934
"877",6.219302865
"878",8.203171311
"879",7.851242911
"880",7.737055832
"881",16.65478463
"882",8.123845525
"883",8.490781851
"884",9.753072842
"885",9.575798169
"886",9.741940685
"887",11.10013157
"888",9.38333306
"889",7.892354433
"890",10.17205286
"891",11.1573685
"892",6.33283674
"893",6.486584384
"894",8.744485854
"895",9.258624741
"896",8.645741934
"897",7.701162073
"898",11.09992859
"899",8.577879856
"900",6.097570072
"901",8.416968766
"902",9.867325835
"903",10.74988024
"904",8.347749468
"905",11.37760868
"906",4.124495442
"907",7.115002337
"908",9.369052332
"909",7.98496726
"910",8.493402991
"911",9.166825065
"912",12.97817032
"913",12.84445877
"914",12.55123246
"915",8.915332764
"916",7.999379358
"917",12.53371674
"918",8.46527991
"919",10.6556074
"920",5.930547723
"921",9.809620857
"922",9.660921593
"923",12.45161768
"924",10.27988787
"925",7.285390474
"926",10.14938519
"927",8.841965317
"928",9.391326212
"929",10.74157931
"930",11.30596965
"931",11.36314539
"932",5.87228897
"933",6.509466279
"934",7.414390788
"935",9.980150144
"936",9.556120529
"937",10.2132366
"938",10.04306843
"939",13.309851
"940",4.654322377
"941",10.49846081
"942",10.70777132
"943",9.662658375
"944",11.54903095
"945",12.57717934
"946",8.448056115
"947",10.55105797
"948",7.776207278
"949",8.825793863
"950",8.420321371
"951",9.636905364
"952",11.40591856
"953",10.44587755
"954",7.944087316
"955",9.827664822
"956",9.444108053
"957",7.723482927
"958",8.463310422
"959",7.600340436
"960",8.805530003
"961",10.98722297
"962",6.37925467
"963",9.154197211
"964",8.299656665
"965",8.525748207
"966",9.583678114
"967",10.7948513
"968",9.635398688
"969",7.612407283
"970",13.8240276
"971",6.744992932
"972",11.32420103
"973",7.57546008
"974",10.73089752
"975",8.702705072
"976",8.092067646
"977",8.921329523
"978",10.67067242
"979",8.865678564
"980",9.092623204
"981",12.91188503
"982",12.65291013
"983",8.835508205
"984",8.593622354
"985",6.59810673
"986",12.21836854
"987",9.816317783
"988",9.318071756
"989",10.6976636
"990",6.945808429
"991",8.798378019
"992",7.648512767
"993",11.00247358
"994",8.51639746
"995",9.151624553
"996",12.1391197
"997",8.310297069
"998",5.693338878
"999",10.83566038
"1000",10.63548443
"1001",11.01817674
"1002",10.80018506
"1003",13.31189519
"1004",10.24143298
"1005",7.628429003
"1006",12.98475025
"1007",9.499442484
"1008",11.63563319
"1009",8.038301235
"1010",8.45463822
"1011",8.663033898
"1012",9.433537316
"1013",12.63648381
"1014",7.556342566
"1015",11.89244635
"1016",8.51245163
"1017",8.660439503
"1018",10.62438622
"1019",9.82667373
"1020",8.150359797
"1021",9.608200831
"1022",9.52172669
"1023",7.123671782
"1024",10.85804561
"1025",10.61955649
"1026",6.99504416
"1027",8.501882438
"1028",10.3561764
"1029",8.528228487
"1030",8.363586057
"1031",8.147683927
"1032",8.783396148
"1033",9.995024588
"1034",10.10294869
"1035",7.442114718
"1036",8.450481672
"1037",8.270694819
"1038",11.33358536
"1039",8.997426573
"1040",10.18048067
"1041",8.838590329
"1042",7.331391749
"1043",11.35475125
"1044",8.873707014
"1045",9.7608605
"1046",11.30023645
"1047",8.595851503
"1048",9.330042203
"1049",7.81446166
"1050",8.981815554
"1051",8.045087273
"1052",9.507847649
"1053",9.912130253
"1054",6.315658524
"1055",11.01768893
"1056",11.1037041
"1057",7.024077033
"1058",8.920931412
"1059",8.154066378
"1060",9.493227566
"1061",6.806892171
"1062",11.84349994
"1063",4.864907047
"1064",8.145528433
"1065",9.591024397
"1066",7.157192209
"1067",11.47397319
"1068",7.127172658
"1069",8.946740764
"1070",14.52879542
"1071",6.063981532
"1072",10.90113982
"1073",11.65986552
"1074",5.197215197
"1075",8.052674677
"1076",8.973877094
"1077",8.099289806
"1078",12.69322394
"1079",10.04241642
"1080",9.988540702
"1081",14.58077343
"1082",11.41767453
"1083",6.40935513
"1084",8.730277578
"1085",8.795158854
"1086",10.71332549
"1087",13.05421711
"1088",9.877535158
"1089",7.611701525
"1090",10.34713359
"1091",12.31834782
"1092",7.270753248
"1093",8.839654601
"1094",10.68098935
"1095",7.551834053
"1096",7.789654229
"1097",7.84217481
"1098",8.316309595
"1099",7.717382823
"1100",11.16736245
"1101",9.523325656
"1102",10.83670926
"1103",8.29336976
"1104",10.0686575
"1105",9.535124611
"1106",8.372781082
"1107",10.49579644
"1108",10.26803756
"1109",7.332209709
"1110",11.56145091
"1111",10.96290138
"1112",7.754106867
"1113",10.80564612
"1114",8.764909267
"1115",12.12557327
"1116",9.617763384
"1117",8.316900292
"1118",11.01518494
"1119",10.12398099
"1120",11.81222609
"1121",11.63376967
"1122",11.51405556
"1123",9.657378564
"1124",7.060700169
"1125",11.61321381
"1126",6.481349841
"1127",8.955356366
"1128",7.657126537
"1129",9.062850292
"1130",8.629967232
"1131",10.22550555
"1132",10.07666181
"1133",11.56580613
"1134",8.005865518
"1135",10.21645939
"1136",13.33727869
"1137",8.289880799
"1138",7.324413779
"1139",6.817507523
"1140",10.9913813
"1141",7.999256851
"1142",8.914912279
"1143",8.48366918
"1144",12.22420627
"1145",8.891765746
"1146",10.28177024
"1147",6.52960369
"1148",6.926920525
"1149",8.564374331
"1150",9.63814593
"1151",12.92673912
"1152",10.80520836
"1153",8.304265906
"1154",7.336341859
"1155",11.88074575
"1156",10.15770953
"1157",8.719972033
"1158",13.3760955
"1159",9.254037066
"1160",6.22173127
"1161",5.254431933
"1162",7.090693127
"1163",7.191941439
"1164",6.766866008
"1165",11.62419744
"1166",9.327960168
"1167",7.772012833
"1168",8.924970611
"1169",11.46357273
"1170",12.70572762
"1171",10.99561847
"1172",11.89176559
"1173",8.242405026
"1174",9.525200093
"1175",8.854110287
"1176",8.994354416
"1177",7.497407129
"1178",10.58418158
"1179",9.155357921
"1180",9.245898655
"1181",9.651774745
"1182",7.833518889
"1183",7.767572684
"1184",10.73591513
"1185",7.172961174
"1186",11.9579008
"1187",8.67129653
"1188",8.187228588
"1189",10.62555452
"1190",7.843443592
"1191",11.1027846
"1192",9.122147158
"1193",13.23314855
"1194",9.101683591
"1195",11.10783145
"1196",6.77959811
"1197",12.05203447
"1198",10.51925728
"1199",10.98039809
"1200",12.50486751
"1201",7.761930118
"1202",7.404750896
"1203",12.19087606
"1204",9.839938406
"1205",9.700598713
"1206",10.30640501
"1207",10.66901321
"1208",11.85659403
"1209",9.682648713
"1210",11.99056043
"1211",12.94224714
"1212",9.322577698
"1213",8.727152714
"1214",6.089625327
"1215",9.063567044
"1216",9.838706635
"1217",8.558618613
"1218",13.6463294
"1219",13.77830362
"1220",9.947919298
"1221",10.58903595
"1222",12.10317663
"1223",10.73318972
"1224",8.099215881
"1225",11.07701811
"1226",11.33154455
"1227",9.847879862
"1228",8.285864977
"1229",9.253822306
"1230",9.13920501
"1231",10.29824956
"1232",7.71371054
"1233",9.361030508
"1234",8.974839771
"1235",11.02198915
"1236",7.381909042
"1237",5.443631105
"1238",8.193514822
"1239",9.554067086
"1240",7.739927794
"1241",8.690849585
"1242",9.551220317
"1243",8.8194628
"1244",6.105412191
"1245",10.41754723
"1246",8.666726861
"1247",6.772236165
"1248",12.08114313
"1249",7.657222241
"1250",9.839039211
"1251",8.63526783
"1252",10.00123708
"1253",10.98778566
"1254",11.4294171
"1255",8.914303714
"1256",7.813584087
"1257",5.579315451
"1258",8.210381304
"1259",7.276148281
"1260",9.735495314
"1261",8.966078903
"1262",6.925439483
"1263",11.85784805
"1264",9.540286077
"1265",10.90955678
"1266",5.55682878
"1267",11.77316832
"1268",16.02356553
"1269",10.22416743
"1270",10.64409521
"1271",9.861953922
"1272",10.16290506
"1273",11.05219421
"1274",11.56094637
"1275",10.08153216
"1276",5.956762659
"1277",7.590501222
"1278",9.191320691
"1279",7.32657254
"1280",9.837739449
"1281",10.57205773
"1282",10.04870579
"1283",11.17342127
"1284",8.593040796
"1285",9.008462759
"1286",9.586369613
"1287",9.72794274
"1288",8.190097324
"1289",7.849664345
"1290",10.5698425
"1291",8.704885755
"1292",6.459485672
"1293",9.742854983
"1294",11.73944487
"1295",7.658048404
"1296",8.701872107
"1297",9.293583589
"1298",11.1419193
"1299",11.02806564
"1300",7.15359666
"1301",9.054525265
"1302",7.783845303
"1303",10.60690442
"1304",10.97952938
"1305",8.39162605
"1306",11.53670395
"1307",12.92056592
"1308",11.42834932
"1309",10.15687677
"1310",8.270994121
"1311",10.09077071
"1312",10.07188478
"1313",9.909283603
"1314",13.3733616
"1315",8.795592487
"1316",8.671692344
"1317",10.6693649
"1318",11.28741257
"1319",9.455605943
"1320",9.664437465
"1321",6.723913569
"1322",8.68542438
"1323",7.072248148
"1324",9.287256209
"1325",10.58660064
"1326",6.356215963
"1327",7.184286801
"1328",9.17933959
"1329",8.90122395
"1330",9.70609804
"1331",8.715167834
"1332",8.427685314
"1333",5.528105767
"1334",8.24466143
"1335",12.09897648
"1336",7.864188172
"1337",11.0347663
"1338",7.629513675
"1339",7.607324541
"1340",8.131929409
"1341",9.960275906
"1342",6.445261728
"1343",9.124326382
"1344",10.50031531
"1345",11.61983072
"1346",8.651161944
"1347",10.8077533
"1348",6.201456685
"1349",10.62469538
"1350",7.25041457
"1351",9.585343165
"1352",8.367182385
"1353",9.504448422
"1354",7.769736158
"1355",11.51296499
"1356",7.582071634
"1357",11.93623461
"1358",9.21862987
"1359",5.769943217
"1360",10.66396982
"1361",8.456069768
"1362",9.271683064
"1363",4.73704491
"1364",10.71233761
"1365",8.583916449
"1366",7.354592322
"1367",7.347970325
"1368",9.14270776
"1369",8.167515744
"1370",6.178451481
"1371",9.256690458
"1372",10.34722289
"1373",10.78460555
"1374",10.03016375
"1375",8.941813018
"1376",10.21458577
"1377",7.772568226
"1378",5.378860482
"1379",10.94379676
"1380",7.919343546
"1381",9.169374782
"1382",9.739106416
"1383",8.681014803
"1384",6.592754996
"1385",10.56958105
"1386",12.12217148
"1387",10.25302488
"1388",9.537241083
"1389",9.524950362
"1390",13.65673408
"1391",12.49344954
"1392",9.225027641
"1393",6.77632446
"1394",10.94218185
"1395",8.758406906
"1396",12.47177024
"1397",11.86287011
"1398",8.818582395
"1399",9.879577878
"1400",12.81955236
"1401",14.47858976
"1402",10.27880616
"1403",13.77029425
"1404",5.521537818
"1405",10.30903749
"1406",8.158058209
"1407",7.533161856
"1408",10.02468942
"1409",9.799675881
"1410",8.586155175
"1411",4.681148151
"1412",7.061856494
"1413",8.645541061
"1414",7.276171722
"1415",9.670154875
"1416",8.316472817
"1417",7.59922971
"1418",9.403769829
"1419",7.986768448
"1420",8.989765426
"1421",8.072514559
"1422",8.49705772
"1423",13.60426699
"1424",8.646104882
"1425",7.637169205
"1426",11.40034079
"1427",12.15405439
"1428",4.481383722
"1429",6.670139414
"1430",9.86333915
"1431",8.08548051
"1432",9.938844077
"1433",8.590210745
"1434",9.786970625
"1435",11.68387943
"1436",7.369761764
"1437",10.69429513
"1438",10.77795543
"1439",9.68518434
"1440",8.624052387
"1441",13.5202037
"1442",11.42517017
"1443",8.559962295
"1444",9.31708499
"1445",12.80572569
"1446",12.51556379
"1447",10.99235532
"1448",11.20464675
"1449",9.305652443
"1450",9.606017661
"1451",8.953572438
"1452",6.126221115
"1453",8.340168907
"1454",8.44300303
"1455",13.71544577
"1456",13.06462829
"1457",8.471678564
"1458",9.631284829
"1459",8.195057613
"1460",14.76051133
"1461",8.3129907
"1462",15.21178516
"1463",8.52840262
"1464",3.980846168
"1465",10.94284746
"1466",12.93438191
"1467",11.18296779
"1468",5.22141487
"1469",11.595048
"1470",9.037408236
"1471",8.7177257
"1472",12.77538572
"1473",7.334197913
"1474",10.91366015
"1475",12.58911225
"1476",9.879328026
"1477",8.586972607
"1478",12.21025591
"1479",10.59294245
"1480",11.3113009
"1481",10.47426221
"1482",9.463386537
"1483",6.117449902
"1484",12.85166437
"1485",8.690654603
"1486",9.13327867
"1487",8.596783416
"1488",8.208556035
"1489",7.982649317
"1490",8.411921108
"1491",10.65886806
"1492",7.850981319
"1493",6.3133276
"1494",13.41092148
"1495",9.820447778
"1496",6.242146309
"1497",7.888407994
"1498",8.998715702
"1499",9.640555958
